nome;nome_sistema;tombamento;ano;local_sistema;local_exato_ambiente;condicao
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371328;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371329;Anterior a 2019;PRAE;Residencia 125;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371330;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371331;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371332;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371333;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371334;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371335;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371336;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371337;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371338;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371339;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371340;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371341;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371342;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371343;Anterior a 2019;PRAE;Residência 148;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371344;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371345;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371346;Anterior a 2019;PRAE;Residência 148;Ruim
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371347;Anterior a 2019;PRAE;Residência 148;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371348;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371349;Anterior a 2019;PRAE;Residencia 250;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371350;Anterior a 2019;PRAE;Residencia 250;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371351;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371352;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371353;Anterior a 2019;PRAE;Residencia 250;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371354;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371355;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371356;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371357;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371358;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371359;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371360;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371361;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371362;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371363;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371364;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371365;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371366;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371367;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371368;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371370;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371371;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371372;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371373;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371374;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371375;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371376;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371377;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371378;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371379;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371380;Anterior a 2019;DIBEM;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371381;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371383;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371384;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371385;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371386;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371387;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371388;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371389;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371391;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371392;Anterior a 2019;DIBEM;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371393;Anterior a 2019;DIBEM;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371394;Anterior a 2019;DIBEM;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371395;Anterior a 2019;DIBEM;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371396;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371397;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371398;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371399;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371400;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371402;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371403;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371404;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371405;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371406;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371407;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371408;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371409;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371410;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371411;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371412;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371413;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371414;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371415;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371416;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371417;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371418;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371419;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371420;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371421;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371422;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371423;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371424;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371431;Anterior a 2019;PRAE;Residência 1601;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371432;Anterior a 2019;PRAE;Residência 1601;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371433;Anterior a 2019;PRAE;Residência 1601;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371434;Anterior a 2019;PRAE;Residência 1601;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371435;Anterior a 2019;PRAE;Residência 1601;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371436;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371437;Anterior a 2019;PRAE;Residencia 2133;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371438;Anterior a 2019;PRAE;Residencia 2133;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371439;Anterior a 2019;PRAE;Residencia 2133;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371440;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371441;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371442;Anterior a 2019;PRAE;Residencia 2133;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371443;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371444;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371445;Anterior a 2019;PRAE;Residencia 2133;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371446;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371447;Anterior a 2019;PRAE;Residencia 2216;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371448;Anterior a 2019;PRAE;Residencia 2216;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371449;Anterior a 2019;PRAE;Residencia 2216;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371450;Anterior a 2019;PRAE;Residencia 2216;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371451;Anterior a 2019;PRAE;Residencia 2216;Bom
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371452;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371453;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371454;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371455;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371456;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371457;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371458;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;371459;Anterior a 2019;PRAE;;Pendente
Switch;SWITCH;371791;Anterior a 2019;PRAE;;Pendente
"Televisão 50""";TELEVISOR LED 50;379346;Anterior a 2019;PRAE;;Pendente
Central Telefonica;CENTRAL TELEFONICA;379538;Anterior a 2019;PRAE;;Pendente
Central Telefonica;CENTRAL TELEFONICA;379539;Anterior a 2019;PRAE;;Pendente
Central Telefonica;CENTRAL TELEFONICA;379652;Anterior a 2019;CAME;;Pendente
Central Telefonica;CENTRAL TELEFONICA;379653;Anterior a 2019;CAME;;Pendente
"Televisão 55""";TELEVISOR LED 55';380106;Anterior a 2019;DIBEM;;Pendente
Ventilador De Parede;VENTILADOR DE PAREDE;380343;Anterior a 2019;PRAE;;Pendente
Ventilador De Parede;VENTILADOR DE PAREDE;380344;Anterior a 2019;PRAE;;Pendente
Ventilador De Parede;VENTILADOR DE PAREDE;380345;Anterior a 2019;PRAE;;Pendente
Ventilador De Parede;VENTILADOR DE PAREDE;380348;Anterior a 2019;PRAE;;Pendente
Computador (Desktop);PROCESSADOR DE DADOS;380866;Anterior a 2019;PRAE;;Pendente
Computador (Desktop);PROCESSADOR DE DADOS;380867;Anterior a 2019;PRAE;;Pendente
Ar Condicionado 9.000 BTUs;AIR SPLIT DE 9.000 BTUS;380983;Anterior a 2019;PRAE;;Pendente
Ar Condicionado 9.000 BTUs;AIR SPLIT DE 9.000 BTUS;380984;Anterior a 2019;PRAE;;Pendente
Ar Condicionado 9.000 BTUs;AIR SPLIT DE 9.000 BTUS;380985;Anterior a 2019;PRAE;;Pendente
Cadeira Para Auditorio Com Assento E Encosto Em Po;CADEIRA PARA AUDITORIO COM ASSENTO E ENCOSTO EM PO;398632;Anterior a 2019;DIBEM;;Pendente
Cadeira De Ferro;CADEIRA DE FERRO;595933;Anterior a 2019;DIBEM;;Pendente
Micro Motor Odontologico Para Baixa Rotacao;MICRO MOTOR ODONTOLOGICO PARA BAIXA ROTACAO;601387;Anterior a 2019;CAME;;Pendente
Mesa 03;MESA DE MADEIRA COM 03 GAVETAS;801091;Anterior a 2019;DIBEM;;Pendente
Ilha Estação De Trabalho Em Madeira;ILHA ESTAÇÃO DE TRABALHO EM MADEIRA;801357;Anterior a 2019;DIBEM;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;801786;Anterior a 2019;DIBEM;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;802087;Anterior a 2019;PRAE;;Pendente
Ilha Estação De Trabalho Em Madeira;ILHA ESTAÇÃO DE TRABALHO EM MADEIRA;802095;Anterior a 2019;PRAE;;Pendente
Estante De Aco Aberta Com Prateleiras;ESTANTE DE ACO ABERTA COM PRATELEIRAS;802097;Anterior a 2019;PRAE;;Pendente
Gaveteiro;GAVETEIRO;802098;Anterior a 2019;PRAE;;Pendente
Armario Baixo;ARMARIO BAIXO;802099;Anterior a 2019;PRAE;;Pendente
Armario De Madeira Com Portas De Abrir;ARMARIO DE MADEIRA COM PORTAS DE ABRIR;802100;Anterior a 2019;PRAE;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;802274;Anterior a 2019;PRAE;;Pendente
Fogao Domestico A Gas Liquefeito De Petroleo Com 0;FOGAO DOMESTICO A GAS LIQUEFEITO DE PETROLEO COM 0;802279;Anterior a 2019;PRAE;;Pendente
Cadeira Giratoria Com Assento E Encosto Estofados;CADEIRA GIRATORIA COM ASSENTO E ENCOSTO ESTOFADOS;802407;Anterior a 2019;PRAE;;Pendente
Rack Para Som;RACK PARA SOM;803029;Anterior a 2019;DIBEM;;Pendente
Cadeira Fixa Com Assento E Encosto Estofados;CADEIRA FIXA COM ASSENTO E ENCOSTO ESTOFADOS;803030;Anterior a 2019;DIBEM;;Pendente
Quadro Negro De Madeira Para Sala De Aula;QUADRO NEGRO DE MADEIRA PARA SALA DE AULA;803145;Anterior a 2019;PRAE;;Pendente
Mesa Angular ;MESA RETANGULAR DE MADEIRA PARA REUNIAO;803147;Anterior a 2019;PRAE;;Pendente
Mesa Angular ;MESA RETANGULAR DE MADEIRA PARA REUNIAO;803148;Anterior a 2019;PRAE;;Pendente
Mesa 02;MESA DE MADEIRA COM 02 GAVETAS;803150;Anterior a 2019;PRAE;;Pendente
Cadeira Estofada Modelo Diretor Com Braços;CADEIRA ESTOFADA MODELO DIRETOR COM BRAÇOS;803757;Anterior a 2019;PRAE;;Pendente
Cadeira Giratoria Com Rodizios, Assento E Encosto;CADEIRA GIRATORIA COM RODIZIOS, ASSENTO E ENCOSTO;803761;Anterior a 2019;PRAE;;Pendente
Cadeira Giratoria Com Rodizios, Assento E Encosto;CADEIRA GIRATORIA COM RODIZIOS, ASSENTO E ENCOSTO;803762;Anterior a 2019;PRAE;;Pendente
Cadeira Giratoria Com Rodizios, Assento E Encosto;CADEIRA GIRATORIA COM RODIZIOS, ASSENTO E ENCOSTO;803780;Anterior a 2019;PRAE;Residência 1601;Bom
Cadeira Giratoria Com Assento E Encosto Estofados;CADEIRA GIRATORIA COM ASSENTO E ENCOSTO ESTOFADOS;803953;Anterior a 2019;PRAE;Residência 148;Bom
Banco Individual De Madeira;BANCO INDIVIDUAL DE MADEIRA;803963;Anterior a 2019;CAME;;Pendente
Maquina Seladora;MAQUINA SELADORA;803971;Anterior a 2019;CAME;;Pendente
Refrigerador;REFRIGERADOR DOMESTICO;803972;Anterior a 2019;CAME;;Pendente
Armario De Madeira Com Portas De Abrir;ARMARIO DE MADEIRA COM PORTAS DE ABRIR;803973;Anterior a 2019;CAME;;Pendente
Mesa 03;MESA DE MADEIRA COM 03 GAVETAS;804226;Anterior a 2019;DIBEM;;Pendente
Mesa ;CARTEIRA ESCOLAR INDIVIDUAL COM MESA E CADEIRA CON;808737;Anterior a 2019;CASE;;Pendente
Quadro Branco Magnetizado;QUADRO BRANCO MAGNETIZADO;812425;Anterior a 2019;CASE;;Pendente
Cadeira Com Assento E Encosto Estofado, Conjugada;CADEIRA COM ASSENTO E ENCOSTO ESTOFADO, CONJUGADA;832864;Anterior a 2019;PRAE;;Pendente
Cadeira Com Assento E Encosto Estofado, Conjugada;CADEIRA COM ASSENTO E ENCOSTO ESTOFADO, CONJUGADA;832867;Anterior a 2019;PRAE;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;833117;Anterior a 2019;DIBEM;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;833119;Anterior a 2019;DIBEM;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;833121;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;833123;Anterior a 2019;DIBEM;Residência 148;Ruim
Cadeira Giratoria Com Rodizios, Assento E Encosto;CADEIRA GIRATORIA COM RODIZIOS, ASSENTO E ENCOSTO;833124;Anterior a 2019;DIBEM;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;833125;Anterior a 2019;DIBEM;;Pendente
Guarda-Roupa De Madeira Com Duas Portas;GUARDA-ROUPA DE MADEIRA COM DUAS PORTAS;833126;Anterior a 2019;DIBEM;Residência 148;Bom
Beliche De Aco;BELICHE DE ACO;833127;Anterior a 2019;DIBEM;;Pendente
Fogao Domestico A Gas Liquefeito De Petroleo Com 0;FOGAO DOMESTICO A GAS LIQUEFEITO DE PETROLEO COM 0;833128;Anterior a 2019;DIBEM;;Pendente
Caldeira;CALDEIRA;833129;Anterior a 2019;DIBEM;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;833130;Anterior a 2019;DIBEM;Residência 1601;Ruim
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;833131;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto Em Palhinha, Girator;CADEIRA COM ASSENTO E ENCOSTO EM PALHINHA, GIRATOR;833132;Anterior a 2019;DIBEM;;Pendente
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;833133;Anterior a 2019;DIBEM;Residência 1601;Ruim
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;833134;Anterior a 2019;DIBEM;Residência 1601;Ruim
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;833135;Anterior a 2019;DIBEM;Residência 1601;Ruim
Beliche De Aco;BELICHE DE ACO;833138;Anterior a 2019;DIBEM;Residência 1601;Bom
Cadeira De Madeira Com Assento E Encosto Anatomico;CADEIRA DE MADEIRA COM ASSENTO E ENCOSTO ANATOMICO;833140;Anterior a 2019;DIBEM;;Pendente
Armario De Madeira Com Portas De Abrir;ARMARIO DE MADEIRA COM PORTAS DE ABRIR;833142;Anterior a 2019;DIBEM;Residencia 2133;Bom
Beliche De Aco;BELICHE DE ACO;833143;Anterior a 2019;DIBEM;;Pendente
Beliche De Aco;BELICHE DE ACO;833144;Anterior a 2019;DIBEM;;Pendente
Beliche De Aco;BELICHE DE ACO;833145;Anterior a 2019;DIBEM;;Pendente
Armario De Madeira Com Portas De Abrir;ARMARIO DE MADEIRA COM PORTAS DE ABRIR;833146;Anterior a 2019;DIBEM;;Pendente
Cadeira Com Assento E Encosto Em Palhinha, Girator;CADEIRA COM ASSENTO E ENCOSTO EM PALHINHA, GIRATOR;833147;Anterior a 2019;DIBEM;;Pendente
Cama De Madeira Para Solteiro;CAMA DE MADEIRA PARA SOLTEIRO;833148;Anterior a 2019;DIBEM;;Pendente
Armario De Madeira Com Portas De Abrir;ARMARIO DE MADEIRA COM PORTAS DE ABRIR;833149;Anterior a 2019;DIBEM;;Pendente
